Date,SST_Celsius
2025-01-01,28.197505183239297
2025-01-02,27.883679555800054
2025-01-03,28.172480275623947
2025-01-04,28.048277142801606
2025-01-05,28.00310147719361
2025-01-06,28.082339472237113
2025-01-07,28.091220667490756
2025-01-08,27.984624324227735
2025-01-09,28.132503826824987
2025-01-10,28.19359801083284
2025-01-11,28.05792877936406
2025-01-12,28.22990389689007
2025-01-13,28.242846864957887
2025-01-14,28.17316690872363
2025-01-15,28.302583172044553
2025-01-16,28.203644139264007
2025-01-17,28.315125617565222
2025-01-18,28.37102762094885
2025-01-19,28.339212953689497
2025-01-20,28.286808755235306
2025-01-21,28.248856707009573
2025-01-22,28.396778094248006
2025-01-23,28.261844159551355
2025-01-24,28.465908507948008
2025-01-25,28.402933948261566
2025-01-26,28.32036723884369
2025-01-27,28.328278866912083
2025-01-28,28.309879661545782
2025-01-29,28.30593170876074
2025-01-30,28.498742940874504
2025-01-31,28.51991225593578
2025-02-01,28.31019018373844
2025-02-02,28.33208170398376
2025-02-03,28.50925500665391
2025-02-04,28.47076060265949
2025-02-05,28.356409018649
2025-02-06,28.456512761966408
2025-02-07,28.67501428271179
2025-02-08,28.503201587165933
2025-02-09,28.563142329765903
2025-02-10,28.417417948948806
2025-02-11,28.59127209400376
2025-02-12,28.51931341554721
2025-02-13,28.599341309793413
2025-02-14,28.514660140021856
2025-02-15,28.576702473352867
2025-02-16,28.580375118181806
2025-02-17,28.521128474214215
2025-02-18,28.586110721469
2025-02-19,28.54623763048869
2025-02-20,28.574743801881677
2025-02-21,28.644235999500793
2025-02-22,28.74644093670483
2025-02-23,28.37518008245248
2025-02-24,28.60996381209387
2025-02-25,28.751875422568542
2025-02-26,28.522146564589853
2025-02-27,28.65165384246036
2025-02-28,28.58962316483319
2025-03-01,28.715529807841598
2025-03-02,28.859897961827507
2025-03-03,28.859158218901435
2025-03-04,28.57802142676775
2025-03-05,28.67617915515638
2025-03-06,28.84883851202826
2025-03-07,28.780471023869087
2025-03-08,28.809615159941448
2025-03-09,28.71317678079231
2025-03-10,28.601715036433422
2025-03-11,29.012719513758462
2025-03-12,28.861049139644933
2025-03-13,28.931170456861953
2025-03-14,28.921067346360083
2025-03-15,29.028549354914592
2025-03-16,28.787803855433047
2025-03-17,29.064756369110192
2025-03-18,28.88524264809093
2025-03-19,29.10462532960527
2025-03-20,28.89360427362609
2025-03-21,28.9714197568912
2025-03-22,29.30702004036116
2025-03-23,28.980092377856813
2025-03-24,29.124989425019624
2025-03-25,29.149482772541816
2025-03-26,29.038554140212145
2025-03-27,29.212801920527095
2025-03-28,29.289216340392887
2025-03-29,29.359617832282645
2025-03-30,29.073613310359278
2025-03-31,29.163282492938915
2025-04-01,29.40038555123763
2025-04-02,29.45411518075407
2025-04-03,29.479237739533648
2025-04-04,29.42280224827847
2025-04-05,29.725491112677716
2025-04-06,29.71751699631881
2025-04-07,29.546903213600448
2025-04-08,29.60774782694753
2025-04-09,29.750393751131305
2025-04-10,29.71923963662252
2025-04-11,29.795255528357785
2025-04-12,29.89481401121644
2025-04-13,29.792685438383256
2025-04-14,29.95045039662375
2025-04-15,29.987264730662766
2025-04-16,30.04452625895792
2025-04-17,30.20043191259819
2025-04-18,30.215011384132755
2025-04-19,30.268875556469368
2025-04-20,30.186498640417675
2025-04-21,30.08092397596172
2025-04-22,30.338342971487428
2025-04-23,30.447872567814095
2025-04-24,30.531108784930222
2025-04-25,30.44796202779609
2025-04-26,30.4655669124268
2025-04-27,30.5631515654564
2025-04-28,30.423601175059765
2025-04-29,30.546796356570777
2025-04-30,30.61680052046758
2025-05-01,30.635017402136917
2025-05-02,30.53194134631366
2025-05-03,30.529169806762052
2025-05-04,30.632117476162783
2025-05-05,30.591133999690996
2025-05-06,30.607372689647708
2025-05-07,30.656339289762084
2025-05-08,30.63222310317067
2025-05-09,30.8257575608501
2025-05-10,30.691163679422687
2025-05-11,30.665223433677625
2025-05-12,30.534951346023874
2025-05-13,30.595741831253964
2025-05-14,30.63760267689244
2025-05-15,30.70445000851673
2025-05-16,30.489350339684062
2025-05-17,30.758939849486868
2025-05-18,30.44197832297824
2025-05-19,30.530990387724497
2025-05-20,30.60538372253535
2025-05-21,30.525059617002153
2025-05-22,30.498141536381493
2025-05-23,30.392646955020634
2025-05-24,30.62092231057879
2025-05-25,30.29634600470019
2025-05-26,30.500320574189683
2025-05-27,30.41567807949022
2025-05-28,30.66478965790949
2025-05-29,30.524957834656018
2025-05-30,30.46238839283861
2025-05-31,30.524137838073848
2025-06-01,30.4676103005149
2025-06-02,30.472579061791
2025-06-03,30.41448986121136
2025-06-04,30.58003484839458
2025-06-05,30.333581155299235
2025-06-06,30.438646354524334
2025-06-07,30.512847780016102
2025-06-08,30.338930487792013
2025-06-09,30.407774645603222
2025-06-10,30.520080322630495
2025-06-11,30.493247157082642
2025-06-12,30.34219526104349
2025-06-13,30.381772135758663
2025-06-14,30.31066530537294
2025-06-15,30.479377249366536
2025-06-16,30.575183460948914
2025-06-17,30.600260826150407
2025-06-18,30.581100064688915
2025-06-19,30.489967723855578
2025-06-20,30.323413333692994
2025-06-21,30.44764485623555
2025-06-22,30.30075301667506
2025-06-23,30.45188695308169
2025-06-24,30.48403605436847
2025-06-25,30.619938874300765
2025-06-26,30.282234344005794
2025-06-27,30.54467809284342
2025-06-28,30.50807318363702
2025-06-29,30.409267232910253
2025-06-30,30.648719246109767
2025-07-01,30.497046421614336
2025-07-02,30.566176953630315
2025-07-03,30.5325119977082
2025-07-04,30.401451004990605
2025-07-05,30.55882728220609
2025-07-06,30.608881416016533
2025-07-07,30.32520716922471
2025-07-08,30.612228802222997
2025-07-09,30.467289677350966
2025-07-10,30.45968073217304
2025-07-11,30.658334633784403
2025-07-12,30.623746328461717
2025-07-13,30.46349307262722
2025-07-14,30.538960458287974
2025-07-15,30.379792843989442
2025-07-16,30.666169942198966
2025-07-17,30.608777531442016
2025-07-18,30.536696952683055
2025-07-19,30.417276813552913
2025-07-20,30.33200131542996
2025-07-21,30.2434368196669
2025-07-22,30.368514914417272
2025-07-23,30.513604899501168
2025-07-24,30.46213145383833
2025-07-25,30.53859125762716
2025-07-26,30.44290090637316
2025-07-27,30.571500577605875
2025-07-28,30.098529052302897
2025-07-29,30.548785730239793
2025-07-30,30.46354316420935
2025-07-31,30.54050982561291
2025-08-01,30.3649663226249
2025-08-02,30.280753334034927
2025-08-03,30.355983787124618
2025-08-04,30.296022125079876
2025-08-05,30.31595341371305
2025-08-06,30.155877760453656
2025-08-07,30.44086065362451
2025-08-08,30.355846640191185
2025-08-09,30.151880048650447
2025-08-10,30.329287729763706
2025-08-11,30.10323428928893
2025-08-12,30.32992032916388
2025-08-13,30.104871248249037
2025-08-14,30.134181037327263
2025-08-15,30.32417681970931
2025-08-16,30.22551555023846
2025-08-17,30.23173419130478
2025-08-18,30.183139060078776
2025-08-19,30.175840733909688
2025-08-20,30.14428564080972
2025-08-21,30.3236112098288
2025-08-22,30.348601510352484
2025-08-23,30.103803316154714
2025-08-24,29.98326719970337
2025-08-25,30.043262506466068
2025-08-26,30.078381602286743
2025-08-27,30.0335058581306
2025-08-28,29.909251509715155
2025-08-29,29.997371942591677
2025-08-30,29.718098369593505
2025-08-31,30.118614909978675
2025-09-01,29.908214614964955
2025-09-02,29.82076988904256
2025-09-03,29.78025881112195
2025-09-04,29.77128539413809
2025-09-05,29.87528025736876
2025-09-06,29.841490116345327
2025-09-07,29.761327971028955
2025-09-08,29.69674374048341
2025-09-09,29.616485797306762
2025-09-10,29.785218801753633
2025-09-11,29.813861622695242
2025-09-12,29.74883060490874
2025-09-13,29.61345677274184
2025-09-14,29.54340579733598
2025-09-15,29.60108394900747
2025-09-16,29.681966162375275
2025-09-17,29.43496861572895
2025-09-18,29.456894072065815
2025-09-19,29.75208356624352
2025-09-20,29.694609008490016
2025-09-21,29.21820552308074
2025-09-22,29.440533678075127
2025-09-23,29.352678311714097
2025-09-24,29.475398778671394
2025-09-25,29.218949479356443
2025-09-26,29.381430805533515
2025-09-27,29.307024954416566
2025-09-28,29.415310093338313
2025-09-29,29.250159786228892
2025-09-30,29.343505928386538
2025-10-01,29.0160884197606
2025-10-02,29.08455128665695
2025-10-03,29.281253696418137
2025-10-04,29.128648917097845
2025-10-05,29.132419266691713
2025-10-06,29.117321802392038
2025-10-07,29.189259816686654
2025-10-08,29.067568373440967
2025-10-09,28.90374451842246
2025-10-10,28.836635616667966
2025-10-11,28.920687547048395
2025-10-12,28.92245944649568
2025-10-13,28.91180991956339
2025-10-14,28.754879490235105
2025-10-15,28.964227636322356
2025-10-16,28.827317640568
2025-10-17,28.73184731725721
2025-10-18,28.71826846339702
2025-10-19,28.7074776472087
2025-10-20,28.705417077319748
2025-10-21,28.66811687345108
2025-10-22,28.644905624121904
2025-10-23,28.657404811740196
2025-10-24,28.643865441291783
2025-10-25,28.694914559053842
2025-10-26,28.68435233752269
2025-10-27,28.582115880605308
2025-10-28,28.662302327549558
2025-10-29,28.270932566132235
2025-10-30,28.353202430336683
2025-10-31,28.566256938398503
2025-11-01,28.37693929188357
2025-11-02,28.343982305835
2025-11-03,28.425904366813857
2025-11-04,28.292366781871408
2025-11-05,28.30386264019018
2025-11-06,28.573543812811923
2025-11-07,28.316470386918986
2025-11-08,28.24691601967922
2025-11-09,28.31460820305913
2025-11-10,28.099731407613405
2025-11-11,28.276367805748574
2025-11-12,28.229631414702116
2025-11-13,28.14842791157547
2025-11-14,28.20807559902134
2025-11-15,28.147546835534477
2025-11-16,28.106142152244637
2025-11-17,28.106855161555092
2025-11-18,28.05140798970957
2025-11-19,28.1386338131605
2025-11-20,27.872705955587016
2025-11-21,28.011733571496396
2025-11-22,27.83582548750298
2025-11-23,27.995510800266278
2025-11-24,27.84409549981354
2025-11-25,27.951932167369602
2025-11-26,27.95316352328854
2025-11-27,27.9214450304773
2025-11-28,27.91386196163754
2025-11-29,27.989320680469636
2025-11-30,27.861612455715566
2025-12-01,27.72883220261159
2025-12-02,27.860985939719836
2025-12-03,27.7532329940263
2025-12-04,27.636769219082034
2025-12-05,27.670157913739867
2025-12-06,27.74986482435859
2025-12-07,27.746194016135735
2025-12-08,27.662021961028625
2025-12-09,27.741523320068495
2025-12-10,27.5968491901901
2025-12-11,27.58552479861211
2025-12-12,27.801521467223093
2025-12-13,27.697517714110194
2025-12-14,27.588145180006237
2025-12-15,27.723484243407405
2025-12-16,27.674454004168616
2025-12-17,27.64465284683304
2025-12-18,27.582218877827724
2025-12-19,27.727593436468783
2025-12-20,27.564185695322124
2025-12-21,27.692400891588942
2025-12-22,27.52895016865474
2025-12-23,27.750333975675353
2025-12-24,27.77329610154909
2025-12-25,27.497292997348403
2025-12-26,27.573542620734383
2025-12-27,27.47790255227901
2025-12-28,27.598664677310484
2025-12-29,27.492795504690427
2025-12-30,27.720613375081864
2025-12-31,27.50218632868733
